4.227673999999999796e+04,5.074889999999999957e-02,1.346139999999999937e+01,1.077130999999999972e+02,1.888822999999999865e+02,5.853900000000000325e+00
4.227670999999999913e+04,1.804959999999999898e-01,1.344890000000000008e+01,1.946175000000000068e+02,2.148679999999999879e+01,3.578996999999999957e+02
4.228277999999999884e+04,4.706939999999999735e-02,1.101699999999999946e+01,7.574099999999999966e+01,2.791345000000000027e+02,3.623817999999999984e+02
4.232127999999999884e+04,1.882958999999999883e-01,1.094120000000000026e+01,1.681597999999999900e+02,9.203660000000000707e+01,3.558996999999999957e+02
4.219272000000000116e+04,4.072139000000000175e-01,2.819399999999999906e+01,3.515994999999999777e+02,2.725405000000000086e+02,3.570113000000000056e+02
4.227181999999999971e+04,6.375830000000000386e-02,2.725309999999999988e+01,1.125559999999999974e+02,3.389245999999999981e+02,3.483111999999999853e+02
4.229668000000000029e+04,3.650661000000000045e-01,2.236159999999999926e+01,1.543212000000000046e+02,3.028573999999999842e+02,3.242259000000000242e+02
4.222795999999999913e+04,3.521713000000000204e-01,1.959059999999999846e+01,1.140060000000000073e+01,3.136471999999999980e+02,3.219356000000000222e+02
4.230690000000000146e+04,3.791808999999999874e-01,1.397039999999999971e+01,2.225605999999999938e+02,2.525172000000000025e+02,3.123039999999999736e+02
4.227205000000000291e+04,4.336810999999999860e-01,6.467399999999999594e+00,2.442444000000000131e+02,2.812391999999999825e+02,3.187207000000000221e+02
4.225027999999999884e+04,4.316446999999999923e-01,4.758899999999999686e+00,1.591939999999999955e+01,1.968797000000000139e+02,2.522050000000000125e+01
4.224426000000000204e+04,4.356800000000000117e-01,1.886090000000000089e+01,2.066539999999999964e+02,1.765284000000000049e+02,3.505429999999999779e+01
4.226741999999999825e+04,2.511123000000000105e-01,2.636629999999999896e+01,1.290852999999999895e+02,2.669264999999999759e+02,3.553940000000000055e+02
4.226512000000000262e+04,3.813561999999999785e-01,2.462199999999999989e+01,2.555389999999999873e+02,2.496136999999999944e+02,3.404001999999999839e+02
4.228433000000000175e+04,1.011880000000000002e-01,1.664870000000000161e+01,2.563106000000000222e+02,2.611311999999999784e+02,3.489993999999999801e+02
4.233291999999999825e+04,1.065085999999999949e-01,1.367220000000000013e+01,2.183798999999999921e+02,3.378577999999999975e+02,3.156969000000000278e+02
4.230108000000000175e+04,1.093015999999999988e-01,1.302169999999999916e+01,1.599938999999999965e+02,3.493525000000000205e+02,3.077928999999999746e+02
4.222580999999999767e+04,8.176535000000000331e-01,9.370699999999999363e+00,3.409737000000000080e+02,3.577934999999999945e+02,2.565416999999999916e+02
4.227806999999999971e+04,8.111488999999999505e-01,2.729779999999999873e+01,1.587087999999999965e+02,1.886761999999999944e+02,3.112821000000000140e+02
4.227400000000000000e+04,8.220965000000000078e-01,1.926279999999999859e+01,1.157045999999999992e+02,1.816072000000000060e+02,2.835437999999999761e+02
4.217480000000000291e+04,6.935911999999999633e-01,9.069599999999999440e+00,9.946720000000000539e+01,2.007665000000000077e+02,1.484173000000000116e+02
4.223301999999999680e+04,3.543748999999999927e-01,3.424589999999999890e+01,2.497536000000000058e+02,3.029854000000000269e+02,2.526200000000000045e+01
4.213929000000000087e+04,6.596849999999999659e-01,3.115739999999999910e+01,2.368214000000000112e+02,3.557119999999999749e+01,5.216020000000000323e+01
4.226241000000000349e+04,1.057291999999999954e-01,3.729200000000000070e+00,3.603475999999999999e+02,3.195504999999999995e+02,9.462600000000000122e+00
4.219880000000000291e+04,9.944010000000000349e-02,9.051500000000000767e+00,9.483119999999999550e+01,3.911569999999999681e+01,2.107539999999999836e+01
4.227620999999999913e+04,1.563296999999999881e-01,9.590799999999999770e+00,2.722857999999999947e+02,3.569570000000000221e+01,1.814310000000000045e+01
4.229134999999999854e+04,1.026220999999999939e-01,3.547899999999999832e+00,2.018295999999999992e+02,2.955826000000000136e+02,1.018919999999999959e+02
4.230009999999999854e+04,8.828220000000000511e-02,9.384700000000000486e+00,2.091256999999999948e+02,1.658800000000000097e+01,6.013389999999999702e+01
4.218741000000000349e+04,1.130870999999999960e-01,1.154690000000000083e+01,7.388819999999999766e+01,3.748969999999999914e+01,4.763029999999999831e+01
